id_entrega,canton_destino,peso_kg,volumen_m3,distancia_km,num_paradas,hora_salida,lluvia_mm,tipo_vehiculo,experiencia_conductor_meses,carga_previa_pct,incidencias_registradas,entrega_tardia
ENT-01272,Machala,273.2,1.379,10.3,1,10,0.0,camioneta,40.0,31.5,3,1
ENT-00350,Saraguro,468.5,1.593,21.6,5,10,0.7,camioneta,,74.9,1,1
ENT-01310,Macara,568.5,1.844,91.5,9,9,,camion pesado,49.0,31.2,2,1
ENT-00644,Zamora,383.6,1.64,26.8,3,10,0.7,camion liviano,,9.1,4,1
ENT-01111,Machala,97.9,0.455,34.0,3,8,2.8,camion liviano,72.0,66.3,0,0
ENT-01214,Saraguro,218.0,1.164,34.4,4,11,2.3,camioneta,,77.0,0,0
ENT-02710,Cariamanga,310.7,1.083,42.7,16,7,1.4,camioneta,80.0,65.2,0,0
ENT-02228,Saraguro,160.3,0.667,38.3,1,7,0.8,camion pesado,56.0,69.4,0,0
ENT-01092,Cariamanga,174.9,0.824,36.9,12,8,0.7,camion liviano,87.0,52.8,0,0
ENT-01784,LOJA,298.2,1.475,25.2,6,7,2.1,camion pesado,,11.1,0,0
ENT-02052,Zamora,81.0,0.351,80.0,4,7,2.9,camion liviano,74.0,49.8,3,1
ENT-02423,Macara,954.1,3.4,16.1,9,11,5.1,camioneta,25.0,52.4,0,0
ENT-02239,Machala,169.5,0.859,99.3,12,7,1.6,camion liviano,,69.8,2,1
ENT-01612,Zamora,469.3,3.059,91.9,1,7,6.3,camioneta,,40.3,0,0
ENT-00787,Saraguro,144.2,0.744,1.9,12,5,2.1,camion liviano,,55.6,0,0
ENT-02749,Zamora,215.7,1.049,121.8,3,10,0.0,camion liviano,8.0,58.6,1,1
ENT-00141,Loja,259.4,1.145,56.2,9,14,0.0,camion liviano,4.0,59.2,2,1
ENT-00789,Saraguro,128.9,0.889,49.7,6,6,0.3,camioneta,27.0,77.6,0,0
ENT-01622,Catamayo,312.2,1.145,35.5,11,11,0.5,camion liviano,87.0,92.4,1,1
ENT-02250,Cariamanga,56.1,0.31,104.1,3,4,0.0,camion liviano,65.0,66.0,2,1
ENT-00715,Machala,400.4,1.862,58.4,13,11,1.8,camion liviano,30.0,45.2,3,1
ENT-02358,Loja,290.7,1.377,73.5,4,5,0.1,camioneta,,2.0,0,0
ENT-01615,Loja,226.5,1.057,4.3,2,7,2.3,camioneta,12.0,78.4,1,1
ENT-01732,Catamayo,202.3,0.756,37.9,7,5,0.0,camion liviano,62.0,66.5,3,1
ENT-01136,MACARA,174.4,0.633,52.4,3,4,8.8,camion pesado,,32.3,1,0
ENT-00619,Machala,322.8,1.351,38.0,10,8,0.0,camion liviano,,37.1,1,1
ENT-00407,Saraguro,152.4,0.766,49.5,1,7,0.0,camioneta,163.0,28.9,0,0
ENT-01728,MACARA,347.2,2.345,62.0,6,10,0.0,camion liviano,9.0,41.0,3,1
ENT-02508,MACARA,258.9,1.331,58.2,5,9,,camioneta,,57.4,0,0
ENT-01362,loja,90.0,0.392,41.6,4,13,1.0,camion liviano,13.0,43.2,0,1
ENT-01994,Catamayo,340.4,1.129,40.2,2,11,0.0,camioneta,,70.0,1,0
ENT-00153,Macara,478.7,2.607,14.5,7,9,0.4,camion pesado,,24.3,0,0
ENT-00498,Zamora,92.9,0.317,34.1,8,8,3.0,camioneta,115.0,71.0,0,0
ENT-00343,Machala,724.1,2.297,9999.0,11,10,0.0,camion liviano,224.0,64.4,2,1
ENT-01927,Cariamanga,206.2,0.896,29.9,5,6,3.1,camioneta,10.0,78.0,0,1
ENT-02314,Macara,86.3,0.364,18.3,4,7,0.9,camion liviano,200.0,33.0,3,1
ENT-00783,Saraguro,329.5,1.133,16.1,10,8,0.2,camion liviano,,58.3,0,0
ENT-01537,Loja,1038.0,3.352,43.9,5,12,1.2,camion pesado,6.0,90.7,3,1
ENT-00304,Catamayo,106.9,0.562,145.8,14,5,0.0,camion pesado,,43.2,1,1
ENT-01739,Cariamanga,630.5,2.254,64.4,3,10,1.6,camioneta,,60.6,2,1
ENT-00665,Saraguro,199.2,1.163,84.9,8,9,1.0,camion liviano,,74.4,2,1
ENT-02845,Cariamanga,234.4,1.541,21.5,4,10,0.8,camioneta,7.0,72.4,1,0
ENT-01777,Saraguro,446.5,2.357,17.8,4,10,0.0,camion liviano,,32.3,1,1
ENT-01504,Zamora,287.1,1.074,44.8,7,7,0.0,camioneta,7.0,58.7,1,1
ENT-02817,Zamora,376.9,1.585,50.7,9,10,10.3,camioneta,,46.7,1,1
ENT-00085,Saraguro,320.7,1.066,31.3,1,9,2.8,camioneta,58.0,65.7,0,1
ENT-02259,Lója,61.0,0.291,7.8,2,11,0.0,camion liviano,3.0,53.7,0,0
ENT-00942,Machala,210.5,0.847,5.4,5,10,0.7,camioneta,,77.5,0,0
ENT-00962,Catamayo,220.4,0.862,27.7,1,7,4.0,camioneta,120.0,26.2,0,0
ENT-00842,Saraguro,366.3,2.308,4.8,6,11,0.6,camion liviano,38.0,64.5,0,0
ENT-01399,machala,128.1,0.468,31.1,3,13,3.6,camioneta,,23.0,0,0
ENT-02426,Machala,149.6,0.499,38.4,4,11,2.7,camioneta,5.0,81.0,0,0
ENT-01222,Loja,764.7,3.287,131.3,2,12,0.0,camioneta,,20.1,3,1
ENT-01335,Catamayo,499.8,2.727,20.0,5,7,1.5,camion liviano,,83.3,0,0
ENT-00291,Machala,87.8,0.304,78.8,10,11,1.3,camion liviano,25.0,17.4,0,1
ENT-01878,Machala,599.7,2.273,28.1,5,9,1.0,camioneta,21.0,64.2,2,1
ENT-01174,Loja,227.2,1.463,20.6,3,12,2.2,camioneta,41.0,22.7,0,0
ENT-00605,Machala,234.8,1.587,16.8,3,7,4.0,camion pesado,90.0,58.1,2,1
ENT-02084,Catamayo,775.8,3.086,2.1,2,7,1.1,camion pesado,48.0,83.4,0,0
ENT-00917,Machala,312.4,1.08,126.2,5,12,2.0,camion pesado,55.0,57.6,3,1
ENT-01308,Loja,112.4,0.355,33.8,4,16,0.7,camioneta,63.0,22.4,1,1
ENT-01715,Macara,247.8,0.937,12.1,3,14,0.5,camion liviano,73.0,43.7,1,1
ENT-01089,Loja ,89.4,0.31,75.8,4,8,,camion liviano,32.0,45.5,0,0
ENT-02543,Zamora,89.7,0.333,50.5,3,7,0.5,camioneta,,20.3,0,0
ENT-02330,Saraguro,149.3,0.469,13.0,16,7,4.6,camion pesado,,40.0,0,0
ENT-00822,Macara,95.4,0.395,93.1,7,8,1.2,camioneta,6.0,51.3,4,1
ENT-02518,Macara,281.3,0.906,34.1,2,10,1.0,camion liviano,47.0,68.4,0,0
ENT-01001,Saraguro,589.7,2.206,54.4,2,4,3.9,camioneta,5.0,60.2,1,1
ENT-01408,Saraguro,224.5,0.957,38.4,5,11,0.9,camioneta,51.0,48.2,0,0
ENT-00019,LOJA,55.0,0.287,8.1,5,8,6.6,camion liviano,,55.9,1,1
ENT-02081,Cariamanga,417.6,1.958,92.7,3,8,1.5,camioneta,52.0,60.6,0,0
ENT-02274,Loja,93.3,0.303,89.6,12,9,1.9,camion liviano,42.0,22.3,1,1
ENT-01721,Cariamanga,122.7,0.414,77.2,1,7,0.3,camion liviano,13.0,59.2,1,1
ENT-01317,Loja,304.0,0.971,51.6,4,12,,camion liviano,18.0,58.8,1,0
ENT-01737,Loja,425.1,1.471,93.5,11,8,,camion liviano,68.0,19.5,1,1
ENT-01503,Machala,108.6,0.494,32.2,9,12,8.7,camioneta,21.0,98.3,0,1
ENT-01704,Zamora,171.1,0.806,25.0,2,8,1.5,camioneta,,45.9,1,0
ENT-01560,Cariamanga,211.1,1.311,38.0,1,8,0.0,camion pesado,,21.1,0,0
ENT-02114,Zamora,115.7,0.407,83.1,6,8,1.7,camion liviano,49.0,25.4,0,0
ENT-01430,Catamayo,286.1,1.293,22.0,11,8,1.6,camion liviano,72.0,68.6,2,1
ENT-01993,Catamayo,192.7,0.725,60.6,3,13,0.0,camioneta,,46.0,1,1
ENT-00361,Saraguro,385.4,2.105,42.2,12,11,2.4,camion liviano,62.0,60.0,0,0
ENT-02611,machala,361.0,1.226,7.3,9,13,0.6,camion liviano,33.0,57.1,1,1
ENT-02550,Macara,396.5,1.393,80.5,2,7,2.7,camioneta,92.0,80.1,5,1
ENT-01611,Catamayo,235.1,1.527,20.7,5,5,2.0,camion liviano,,44.0,0,1
ENT-01318,Loja,648.4,3.802,51.1,7,6,1.6,camion liviano,,17.6,1,1
ENT-01645,Catamayo,400.3,1.298,94.6,2,6,2.1,camion liviano,30.0,75.3,1,1
ENT-00345,Saraguro,240.8,0.833,68.7,4,8,0.4,camion liviano,60.0,51.5,2,1
ENT-00987,Zamora,384.5,1.324,31.4,4,9,0.9,camion liviano,12.0,61.1,2,1
ENT-02338,Loja,378.5,2.152,18.4,8,8,0.0,camioneta,,83.9,2,1
ENT-01798,Lója,260.2,1.05,9.5,4,6,1.5,camioneta,11.0,31.8,0,1
ENT-01392,Loja ,253.2,0.996,45.7,5,11,,camioneta,39.0,84.5,3,1
ENT-01988,Zamora,204.9,1.265,53.6,7,5,1.9,camion liviano,36.0,74.4,2,1
ENT-02421,Cariamanga,76.8,0.254,80.9,11,6,0.9,camion liviano,7.0,50.3,1,1
ENT-01657,Saraguro,346.9,1.243,17.9,5,9,0.7,camion pesado,57.0,78.7,0,0
ENT-00086,loja,364.2,1.495,23.0,2,11,2.0,camioneta,,66.6,1,0
ENT-02108,Zamora,152.8,0.717,159.5,1,5,,camioneta,30.0,66.9,1,1
ENT-00669,Saraguro,72.3,0.342,34.3,2,13,0.0,camion liviano,21.0,76.9,0,0
ENT-01015,Loja,164.3,0.678,46.0,3,12,0.0,camion liviano,102.0,85.9,2,1
ENT-00129,Saraguro,590.6,4.146,28.8,2,11,7.7,camion pesado,,65.7,0,0
ENT-01963,Loja,275.0,1.635,50.8,4,8,0.9,camioneta,19.0,68.8,2,1
ENT-02620,Machala,64.8,0.42,26.8,4,7,,camioneta,55.0,57.8,1,0
ENT-00892,Saraguro,352.8,1.123,73.9,11,10,3.1,camioneta,37.0,20.8,0,1
ENT-01908,Loja,585.4,3.658,62.3,7,6,2.5,camioneta,71.0,14.4,0,0
ENT-00308,Saraguro,186.8,1.265,81.0,8,10,2.2,camion pesado,,70.6,2,1
ENT-00384,Macara,108.8,0.414,40.2,4,10,9.0,camion liviano,,81.7,0,1
ENT-01922,Macara,56.5,0.341,52.3,2,12,1.0,camion liviano,,57.2,1,1
ENT-01508,Macara,529.9,3.299,14.8,4,9,0.0,camioneta,143.0,73.1,0,0
ENT-00427,Machala,193.5,0.818,34.5,6,8,,camioneta,,57.4,2,1
ENT-00495,Catamayo,273.2,1.499,70.6,5,5,1.4,camioneta,125.0,70.3,1,0
ENT-02072,Catamayo,187.5,0.814,15.8,3,5,4.8,camion liviano,,78.7,0,0
ENT-02481,Loja,358.7,1.466,41.9,13,9,0.0,camion liviano,,59.6,0,0
ENT-02243,Macara,144.9,0.571,64.3,7,7,6.5,camion liviano,21.0,62.6,1,1
ENT-01321,LOJA,91.6,0.381,12.7,9,14,2.0,camioneta,82.0,61.4,0,0
ENT-01367,Macara,93.9,0.538,52.0,8,7,0.0,camioneta,54.0,6.2,0,0
ENT-00276,machala,138.1,0.97,21.0,1,9,0.0,camion pesado,7.0,56.0,0,0
ENT-00490,Cariamanga,146.3,0.616,6.4,3,6,8.6,camion liviano,,62.8,0,1
ENT-01274,Catamayo,107.4,0.463,100.8,5,10,0.0,camioneta,,35.6,1,1
ENT-00691,Cariamanga,251.7,0.789,53.0,2,4,3.2,camioneta,,59.5,0,0
ENT-02021,Zamora,80.5,0.425,25.3,1,8,,camion liviano,60.0,43.7,0,0
ENT-01211,Macara,173.7,0.564,54.3,2,9,0.9,camioneta,56.0,70.4,3,1
ENT-01753,Catamayo,332.7,1.325,23.5,6,4,2.8,camion liviano,53.0,60.1,2,1
ENT-02251,Saraguro,136.8,0.566,60.8,3,7,0.4,camion pesado,26.0,30.8,0,0
ENT-02124,Catamayo,293.9,1.03,13.1,1,8,4.1,camioneta,24.0,56.9,0,0
ENT-01059,Loja,176.6,0.589,38.5,7,9,0.4,camioneta,99.0,86.9,0,0
ENT-00119,Machala,339.8,2.129,11.3,6,9,11.3,camioneta,,42.7,0,0
ENT-01025,Zamora,160.5,0.566,55.1,3,13,3.0,camioneta,,66.2,1,1
ENT-01607,Loja,355.2,1.572,49.8,2,5,1.0,camion liviano,43.0,17.5,2,1
ENT-00282,Zamora,200.3,1.302,40.1,9,8,1.8,camion liviano,,60.3,0,1
ENT-01573,Machala,576.4,2.685,75.1,4,6,0.2,camioneta,15.0,74.8,0,1
ENT-02383,Catamayo,421.1,2.085,21.0,4,10,4.1,camion pesado,26.0,20.6,0,0
ENT-00969,Macara,279.5,1.105,57.5,7,7,1.0,camion liviano,,75.5,0,0
ENT-02454,Saraguro,429.6,1.675,25.6,15,8,0.0,camion liviano,,54.2,0,0
ENT-01625,Loja,431.9,1.381,64.3,1,8,,camioneta,25.0,43.6,2,0
ENT-02094,Machala,210.7,1.458,5.3,3,7,2.8,camion pesado,,89.0,1,0
ENT-02117,Cariamanga,260.9,1.151,49.8,3,13,0.6,camion liviano,,23.8,2,1
ENT-00305,Zamora,101.6,0.337,39.8,3,10,0.0,camioneta,,42.9,3,1
ENT-02104,Saraguro,502.7,3.077,50.8,10,7,0.0,camioneta,,84.2,3,1
ENT-02293,Macara,347.0,1.485,48.6,13,14,1.3,camion liviano,11.0,71.3,2,1
ENT-01588,Zamora,220.6,1.118,10.5,3,13,9.1,camion liviano,78.0,37.1,0,0
ENT-02285,Zamora,619.8,2.488,48.2,5,12,8.5,camion liviano,48.0,39.2,0,0
ENT-01438,Catamayo,116.2,0.452,26.4,11,8,0.2,camioneta,19.0,46.6,1,1
ENT-00576,Loja,435.3,2.702,25.9,2,7,3.0,camioneta,7.0,13.2,2,1
ENT-01961,Cariamanga,182.9,0.609,30.0,5,13,2.8,camion liviano,122.0,77.1,0,0
ENT-02899,Cariamanga,141.6,0.524,41.0,15,9,0.0,camioneta,13.0,91.0,1,1
ENT-02678,Loja,112.3,0.463,15.7,4,8,1.2,camion liviano,,41.7,6,1
ENT-02034,Zamora,224.5,0.972,85.2,3,9,0.0,camioneta,26.0,79.4,3,1
ENT-01458,Macara,353.6,1.69,73.0,13,7,3.0,camioneta,15.0,53.7,0,1
ENT-00844,Saraguro,231.3,0.79,48.4,9,11,0.8,camion liviano,45.0,19.4,0,1
ENT-01327,Catamayo,241.5,1.153,78.3,6,10,0.1,camion pesado,44.0,88.8,3,1
ENT-00270,Zamora,135.1,0.477,27.1,7,9,0.0,camion pesado,16.0,41.4,0,0
ENT-00630,loja,290.7,1.316,54.7,2,6,2.3,camion liviano,,38.8,0,1
ENT-01034,Loja,584.2,1.869,23.9,1,9,4.6,camioneta,,54.6,0,1
ENT-00287,Zamora,283.4,1.851,71.4,6,8,0.0,camion liviano,26.0,29.3,1,0
ENT-02257,machala,33.9,0.106,61.8,3,9,0.0,camion pesado,,29.6,3,1
ENT-00301,Macara,156.1,0.497,21.5,1,9,1.6,camion liviano,91.0,68.9,3,1
ENT-01422,Lója,142.3,1.011,67.2,2,11,12.0,camion pesado,21.0,38.7,2,1
ENT-02547,Saraguro,189.7,0.75,29.3,1,8,0.0,camion liviano,153.0,18.9,0,0
ENT-02029,Loja,360.1,2.564,40.8,2,10,0.6,camion pesado,33.0,71.6,0,0
ENT-00066,Machala,377.0,1.95,26.4,2,13,0.4,camion liviano,27.0,92.0,1,1
ENT-02604,Catamayo,52.5,0.215,94.3,11,11,7.9,camion liviano,24.0,69.3,4,1
ENT-00891,Macara,158.6,1.064,12.9,7,12,0.0,camioneta,109.0,38.3,0,0
ENT-01567,Loja,192.4,0.693,134.0,4,5,8.3,camioneta,31.0,30.0,0,1
ENT-02633,Zamora,541.8,2.738,53.9,3,11,4.6,camion liviano,51.0,57.7,3,1
ENT-02706,Macara,98.4,0.397,42.8,8,12,0.5,camion pesado,52.0,97.4,0,0
ENT-01557,Macara,209.1,1.297,30.8,5,7,3.1,camion liviano,61.0,36.5,2,1
ENT-00231,Catamayo,127.8,0.644,6.2,3,7,0.0,camion liviano,34.0,65.7,2,0
ENT-00504,Saraguro,127.7,0.576,19.1,4,12,0.0,camioneta,72.0,77.1,1,0
ENT-02534,MACARA,71.3,0.227,57.8,3,6,0.0,camioneta,,10.1,0,1
ENT-01423,Zamora,146.8,0.603,33.5,3,11,5.5,camion liviano,81.0,65.5,0,1
ENT-02488,Loja,455.3,1.51,108.2,10,6,4.7,camion liviano,29.0,70.6,0,1
ENT-01358,Cariamanga,283.2,1.589,15.6,4,7,0.4,camioneta,41.0,92.4,0,0
ENT-01005,MACARA,189.6,0.632,12.4,3,9,0.9,camion liviano,10.0,89.4,0,0
ENT-00837,Saraguro,93.7,0.332,26.4,11,6,3.8,camioneta,48.0,37.5,1,1
ENT-02167,Saraguro,142.7,0.562,70.9,2,6,3.4,camion liviano,8.0,26.5,1,1
ENT-00375,Saraguro,390.3,1.251,11.1,8,8,3.2,camioneta,17.0,33.0,2,1
ENT-01805,Catamayo,256.2,0.896,76.1,5,7,3.7,camion liviano,58.0,94.6,0,0
ENT-02156,Loja ,642.7,4.484,21.3,9,12,1.2,camioneta,61.0,27.4,3,1
ENT-01874,Machala,411.3,1.788,25.6,5,11,2.5,camion liviano,85.0,53.6,1,1
ENT-01892,Cariamanga,402.8,1.508,43.2,6,11,0.0,camion liviano,,73.7,2,1
ENT-02116,Macara,130.0,0.471,16.2,5,9,,camioneta,,19.5,5,1
ENT-00752,Macara,43.9,0.242,37.3,2,12,3.6,camion liviano,,52.4,3,1
ENT-00100,Zamora,232.4,0.9,83.1,9,7,2.8,camioneta,26.0,22.8,2,1
ENT-01809,Cariamanga,103.4,0.354,67.3,2,12,0.0,camion liviano,14.0,36.1,0,1
ENT-00867,Cariamanga,247.2,0.964,30.1,5,10,5.3,camioneta,61.0,23.6,0,1
ENT-00911,MACARA,716.6,2.69,38.5,9,9,1.3,camion liviano,44.0,82.5,3,1
ENT-01393,Machala,869.7,2.874,56.7,8,7,3.9,camion pesado,136.0,39.0,2,1
ENT-00530,Loja,553.5,3.603,23.8,4,7,1.8,camion pesado,21.0,65.8,1,1
ENT-00637,Catamayo,259.2,0.87,6.5,7,7,0.0,camion liviano,60.0,42.3,2,1
ENT-00186,Saraguro,107.5,0.715,100.9,6,12,4.3,camion liviano,,61.5,0,0
ENT-02115,Machala,492.5,2.459,85.7,4,10,,camioneta,70.0,75.7,0,0
ENT-01478,Cariamanga,107.2,0.346,82.2,6,9,0.0,camioneta,22.0,23.4,2,1
ENT-00932,Cariamanga,498.1,1.948,56.6,4,8,1.4,camion pesado,,40.9,2,1
ENT-01454,Zamora,354.4,2.03,27.5,16,9,1.2,camion liviano,,22.3,0,0
ENT-02343,Saraguro,1309.9,4.78,40.8,12,6,0.0,camion liviano,20.0,83.3,1,1
ENT-02366,Cariamanga,292.9,1.296,29.7,10,9,2.1,camioneta,,89.7,1,1
ENT-02449,Zamora,350.2,1.769,95.9,2,10,0.9,camioneta,37.0,34.0,1,1
ENT-02113,Zamora,188.9,1.092,27.2,4,7,0.0,camioneta,31.0,37.0,1,0
ENT-00608,Loja ,382.8,2.251,18.1,7,11,0.0,camioneta,99.0,51.8,0,0
ENT-01965,Catamayo,159.2,0.722,17.7,8,6,1.2,camion liviano,,60.4,0,1
ENT-00152,Zamora,234.1,1.093,164.9,1,9,1.6,camioneta,145.0,35.1,1,1
ENT-01589,Catamayo,127.0,0.56,75.7,7,8,0.4,camioneta,20.0,58.3,2,1
ENT-02188,Catamayo,423.2,2.585,36.4,6,7,4.3,camion liviano,143.0,32.5,0,0
ENT-00732,Saraguro,214.3,1.131,52.2,2,6,7.5,camion liviano,,49.6,1,1
ENT-02035,Catamayo,141.6,0.751,39.0,5,7,0.0,camion pesado,27.0,61.0,2,1
ENT-02704,Machala,192.6,0.656,3.6,8,9,6.9,camioneta,65.0,24.2,1,0
ENT-02785,Catamayo,150.2,0.681,13.3,7,11,1.6,camioneta,22.0,62.4,0,0
ENT-00024,Cariamanga,170.4,0.555,39.8,2,9,4.1,camion liviano,,61.6,0,0
ENT-01744,Zamora,505.6,1.854,61.4,2,10,1.1,camioneta,,75.3,3,1
ENT-00159,Zamora,409.6,1.962,30.2,2,5,2.4,camion pesado,,31.9,0,1
ENT-00862,Cariamanga,323.8,2.235,32.2,2,16,5.1,camion pesado,139.0,38.0,0,0
ENT-00903,Macara,444.8,1.805,44.9,2,12,0.0,camioneta,66.0,64.8,0,1
ENT-01506,Saraguro,119.4,0.539,31.4,5,11,0.1,camion liviano,47.0,45.0,0,0
ENT-01231,Catamayo,603.4,2.538,57.3,4,11,0.0,camion liviano,7.0,74.2,1,1
ENT-02712,Saraguro,170.8,0.556,19.0,4,9,,camion liviano,17.0,88.9,0,0
ENT-00445,Catamayo,901.0,3.088,11.6,7,6,,camioneta,18.0,70.7,1,0
ENT-02996,Machala,436.3,1.626,33.9,11,8,0.7,camioneta,60.0,29.1,0,0
ENT-00755,Loja,145.3,0.574,28.8,7,11,1.2,camion liviano,,45.5,1,1
ENT-00924,Lója,369.8,2.446,32.7,8,9,0.7,camioneta,,68.6,0,0
ENT-01006,Cariamanga,87.8,0.313,40.2,3,9,0.0,camion pesado,,71.4,4,1
ENT-02148,Catamayo,349.0,1.243,43.9,2,13,0.3,camioneta,,49.5,2,1
ENT-00312,Machala,104.4,0.651,21.4,7,11,0.0,camion liviano,,90.5,0,0
ENT-00549,Zamora,276.8,0.889,23.2,4,11,4.9,camioneta,36.0,75.9,0,1
ENT-02038,Zamora,70.9,0.28,75.2,1,7,0.8,camioneta,68.0,72.9,1,0
ENT-02255,Loja,321.2,1.087,18.7,1,11,0.1,camioneta,,57.5,1,1
ENT-00307,Macara,604.3,2.0,31.3,11,10,3.4,camioneta,4.0,46.7,1,1
ENT-00288,Zamora,179.6,0.685,64.1,3,6,10.8,camion liviano,,78.5,1,1
ENT-00695,Macara,171.3,1.046,14.5,12,9,0.3,camioneta,62.0,58.2,0,1
ENT-00309,Saraguro,857.9,5.757,3.1,1,8,0.8,camioneta,15.0,46.1,0,0
ENT-02368,Catamayo,276.8,1.635,5.0,1,12,1.7,camion liviano,45.0,93.0,2,1
ENT-00750,Machala,1025.7,3.515,42.4,8,7,3.4,camion liviano,64.0,60.4,0,0
ENT-01510,MACARA,509.9,1.773,19.4,6,11,2.0,camion pesado,73.0,41.0,0,0
ENT-01411,Catamayo,216.2,0.698,86.9,11,8,3.4,camioneta,8.0,80.5,0,0
ENT-01592,loja,717.4,2.823,87.1,2,9,4.4,camion liviano,14.0,44.1,2,1
ENT-00909,Loja,191.8,0.72,33.3,8,8,2.9,camioneta,,53.8,0,0
ENT-02967,Loja,622.7,2.144,52.4,2,9,0.7,camion liviano,,74.1,3,1
ENT-02577,Macara,488.9,1.943,6.0,7,6,0.0,camion liviano,36.0,89.2,4,1
ENT-01352,Catamayo,241.6,1.642,10.7,5,7,0.5,camion liviano,,88.3,0,0
ENT-02720,Loja,306.2,1.505,80.3,5,12,0.0,camion liviano,49.0,72.0,0,0
ENT-00971,Loja,250.7,1.293,65.8,3,6,0.4,camioneta,29.0,31.6,0,0
ENT-00014,Saraguro,248.1,0.986,50.7,3,7,0.0,camion liviano,,35.7,1,0
ENT-00874,Cariamanga,217.6,1.493,73.4,9,13,1.1,camioneta,72.0,49.3,0,0
ENT-00809,Machala,820.9,5.391,35.4,10,11,2.9,camion pesado,55.0,27.3,0,1
ENT-02632,Catamayo,233.4,1.512,43.5,5,8,0.0,camioneta,,4.4,0,0
ENT-00515,Zamora,269.7,0.86,40.2,6,11,2.3,camion pesado,90.0,50.5,2,1
ENT-02462,Saraguro,131.2,0.432,50.7,4,13,0.4,camion liviano,26.0,82.6,3,1
ENT-00410,Zamora,72.1,0.277,36.6,11,4,0.0,camion liviano,23.0,83.5,5,1
ENT-01456,Machala,237.6,1.481,13.4,4,9,0.0,camioneta,35.0,70.4,0,0
ENT-02307,Cariamanga,366.6,1.702,8.8,11,7,1.7,camion liviano,,43.8,1,1
ENT-01379,Zamora,257.6,0.827,21.9,2,8,1.9,camion liviano,80.0,57.8,1,0
ENT-02741,Saraguro,176.4,1.254,106.5,2,10,1.4,camioneta,51.0,78.4,3,1
ENT-01414,Macara,426.1,2.64,14.4,4,8,0.0,camion pesado,,49.4,0,0
ENT-02322,Cariamanga,99.5,0.439,11.5,16,9,0.9,camion pesado,34.0,20.3,5,1
ENT-00383,Macara,259.1,0.929,84.7,5,7,0.0,camioneta,19.0,31.4,0,0
ENT-01652,Machala,240.2,0.908,27.5,4,9,1.7,camion liviano,17.0,69.3,0,0
ENT-02233,Catamayo,98.0,0.581,18.2,2,6,2.8,camion liviano,32.0,68.5,3,1
ENT-01398,Zamora,107.9,0.473,62.3,9,4,0.0,camion liviano,77.0,21.8,0,0
ENT-01946,Catamayo,402.7,1.749,20.1,7,10,1.3,camioneta,28.0,74.9,2,1
ENT-01427,Loja,205.5,0.66,56.3,2,9,0.7,camion liviano,35.0,76.9,1,1
ENT-00553,Machala,356.9,1.219,26.7,8,9,2.0,camioneta,40.0,61.7,1,1
ENT-00223,Saraguro,481.0,2.02,33.1,9,9,0.0,camion pesado,14.0,58.1,2,1
ENT-01097,Saraguro,390.3,2.108,18.6,9,12,2.6,camion liviano,,68.7,1,1
ENT-02652,Zamora,282.6,1.238,20.4,6,6,12.0,camion liviano,,65.9,2,1
ENT-00009,Cariamanga,289.6,1.047,65.1,3,12,4.2,camioneta,30.0,10.6,0,0
ENT-01553,Cariamanga,224.9,0.983,56.7,3,10,4.1,camion liviano,28.0,24.1,1,0
ENT-00317,Macara,421.0,2.783,35.7,9,12,3.3,camion liviano,7.0,64.6,3,1
ENT-00428,Machala,211.7,0.722,23.5,15,9,1.4,camioneta,45.0,32.4,3,1
ENT-02179,Cariamanga,53.8,0.366,78.8,1,9,1.1,camion liviano,50.0,81.2,0,0
ENT-00106,Saraguro,209.6,0.938,103.7,1,8,1.1,camion liviano,17.0,57.1,5,1
ENT-01457,Cariamanga,108.2,0.36,32.6,13,12,10.6,camioneta,89.0,18.6,1,1
ENT-00143,Cariamanga,344.4,1.166,80.4,7,8,,camion pesado,,4.4,1,1
ENT-00122,Macara,319.4,1.569,66.4,8,4,1.7,camion liviano,,67.6,0,0
ENT-02419,MACARA,473.7,3.111,50.1,1,11,0.9,camion liviano,47.0,77.9,0,0
ENT-02923,Zamora,135.5,0.616,41.7,10,10,0.0,camion pesado,48.0,22.7,0,1
ENT-01190,Catamayo,242.0,0.783,19.3,10,6,0.1,camion pesado,,89.6,2,1
ENT-01992,Macara,130.4,0.426,55.6,7,11,0.0,camion liviano,55.0,70.9,0,1
ENT-02654,Machala,641.8,2.964,41.2,4,7,0.0,camioneta,80.0,76.6,0,0
ENT-01919,Macara,450.3,2.807,50.5,4,8,0.7,camion liviano,20.0,48.2,2,1
ENT-00116,Zamora,748.2,5.025,23.5,8,10,9.7,camion pesado,36.0,26.2,2,1
ENT-02999,Loja,206.4,1.434,32.1,8,6,5.1,camion liviano,111.0,35.5,0,0
ENT-02830,Loja ,269.5,1.291,128.7,5,4,1.5,camioneta,,23.9,2,1
ENT-02189,Cariamanga,542.3,2.646,23.4,2,4,1.2,camioneta,56.0,68.9,0,0
ENT-02855,Macara,738.0,2.644,32.3,3,10,1.5,camion liviano,12.0,61.7,2,1
ENT-01412,Catamayo,111.5,0.382,56.1,7,6,,camion liviano,,77.8,2,1
ENT-01678,Saraguro,513.1,3.181,39.8,4,13,3.6,camion pesado,69.0,81.2,2,1
ENT-01884,Catamayo,335.6,1.223,50.6,2,9,2.7,camion liviano,7.0,37.5,0,1
